Prediction,x,y
0,5.134641615,-3.584754915
1,2.253966426,3.460793271
0,-5.275505624,0.238320363
0,7.87638149,0.241683476
0,-7.056878733,-5.391253817
0,2.47816548,-5.201308894
0,-8.305465228,9.418357629
0,8.770216664,4.244634473
0,5.685810645,-5.788712479
0,-2.765709932,-6.816303845
0,-7.795282729,-6.376202012
0,2.58945508,-6.669950369
0,6.570151685,-3.178072622
0,6.271924562,9.269569645
1,-1.157739395,-0.310312749
0,9.603654423,-1.771751454
0,-8.172472454,-8.785688478
0,-7.814522304,-9.886727843
0,-5.476291713,5.7155673
0,7.767380576,-4.312569325
0,-4.230309997,-3.738472346
0,-9.297117467,-7.379980849
0,4.135226783,-5.798110524
0,7.719260094,5.702339958
0,9.135565653,4.892859257
0,3.633634086,4.700514555
0,7.985544334,-8.351082205
0,-2.112433363,-8.504919136
0,0.197535537,5.328194258
0,5.023510442,9.719978659
0,6.721214869,8.311698012
0,-8.474923652,4.749292096
1,2.747891612,3.562868499
1,-1.323130831,-2.289796269
0,7.964484479,-8.091124473
0,5.490593152,9.691059123
0,5.672733621,0.938299382
1,-3.841106308,3.194354082
0,8.219030678,-9.911019339
1,2.696365963,-0.634211443
0,-1.277965662,-8.176253644
0,7.423382613,9.737005018
0,-4.350887432,7.994820304
0,-9.973611168,1.795390727
0,-8.636774709,-6.57333358
1,-2.401039729,-1.848294005
1,-0.622744106,2.215637866
1,-4.194788434,1.19876278
1,0.942152673,3.067266832
0,-6.68343882,-5.382813225
1,2.991890968,2.968345538
0,8.493246767,-8.80028603
1,0.913139176,3.30694662
0,1.650844727,9.871734648
0,-7.792088947,2.122681189
1,0.31888748,2.770533001
0,-2.162152084,5.940621879
0,4.170550962,6.768493864
1,3.048161953,3.362774259
0,8.375048348,6.142510128
0,-7.481630682,2.965310438
0,7.192888976,0.305671282
1,0.424151618,2.486609252
0,9.649937589,1.356860991
0,-5.50975372,-3.255045832
0,-9.848389181,-8.377819826
0,-5.669239195,-0.221994906
1,-4.102830928,1.300470792
0,0.041270897,-7.61821928
1,0.643131976,-1.15822962
0,-8.072211227,-1.673139371
0,2.233602739,-8.213499661
0,0.647795993,6.451145369
0,-5.171605112,-0.033017604
0,-1.166633041,-9.917487327
0,-5.574381573,2.684402581
1,-0.858071445,-0.822019501
0,1.647076027,9.164373293
1,3.786051924,1.817493518
0,7.932688375,-3.276339256
0,9.839248441,4.991135213
1,4.67370796,-1.235903779
0,9.487244426,-7.060961354
0,-5.669725032,9.399329087
0,9.875376315,-8.848987453
1,-4.327330297,0.568355391
0,6.768061736,-6.537516611
0,3.886147512,5.795589999
1,1.43743656,3.464244534
0,5.555856346,-6.610513858
1,3.858287937,0.243208169
0,0.499955257,-5.252775363
0,5.956428487,4.409695605
0,7.95535076,-0.818404764
0,6.516937079,3.070176828
0,-9.133782467,-8.337408703
0,6.831064213,-3.907255312
0,1.106452332,9.295686218
0,7.60401546,7.167356853
0,7.217734009,-1.680104974
0,-7.202756165,-9.785180249
1,3.905672418,-1.985419285
1,-3.259609924,-0.541905906
0,-9.262453102,7.818221761
0,9.003605583,2.374556078
0,5.205225475,-6.910923371
0,-2.49599042,-8.859569313
0,-6.615168223,4.158085658
1,0.967986031,0.354408341
0,4.07127944,-8.375590594
0,-2.10777856,9.875878762
0,3.918905454,5.745375562
0,-6.768935564,-9.115235372
1,3.530935816,0.757865088
0,-6.67505697,2.573856022
1,3.21534008,-0.393298574
0,-4.129630057,5.758818613
0,-0.709834705,-8.361110002
0,1.123965956,-7.919451438
1,-1.980621306,-3.599094221
0,-5.704035175,-0.227539585
1,2.803633011,-2.331957608
1,-1.713625371,-2.069424268
0,-8.017216576,-9.33528771
0,-8.295885561,5.824500459
0,-8.235965474,-2.715713994
1,0.039838335,-2.960296799
0,-8.510682535,5.886183669
0,2.301036456,5.539339445
0,8.029615586,-9.113791873
0,-2.083788346,-9.892099415
1,-4.040599553,-2.821122519
0,4.225925685,-4.460139983
0,0.365814264,9.04744896
0,-9.788786631,5.855830151
0,7.047034066,1.248393948
0,4.324468943,2.674161449
0,-2.934361753,4.839351934
0,5.105183754,-4.792981917
0,-5.893312476,-6.936880159
0,-3.794155901,4.036671903
0,-9.229411571,-4.77792078
1,-1.738224683,-3.427167809
0,-2.538545547,-8.926906729
0,5.764129989,-5.624983818
0,8.23251273,9.285230569
1,-4.778947615,-1.191504847
0,8.591807754,3.249442281
0,6.659855862,-3.786165807
0,7.823383566,7.376401043
0,9.19291613,6.529259308
1,0.552227368,4.099672924
0,-1.74326297,-5.675847731
0,-3.267115214,-4.751199728
0,-0.248006732,8.975113311
0,-9.00576773,-7.874810512
0,9.415054987,-0.968816322
1,4.129438172,-1.600411601
0,5.533413454,-6.805135386
1,-4.004917056,-0.052331822
0,9.131873837,-1.070185033
0,-7.963527302,-7.634404121
0,9.775555166,-0.16712005
0,-2.056828699,-9.381995806
1,-1.406359795,1.949313265
0,-1.290217987,8.121158948
0,-6.80580277,-2.937250554
0,3.883325847,3.901727256
1,-3.334211389,-1.855454186
0,7.657447293,-4.522229312
1,-1.623794546,0.674402179
1,-0.451170656,3.404886839
0,-7.31400072,-9.951671352
0,-5.922465818,7.402909893
0,-1.554477992,-8.634718484
1,-2.860652657,1.809143204
0,-0.943139953,5.547711771
0,-2.894222383,6.638053899
0,6.969625148,8.127464669
0,-5.409990464,4.901322721
0,-6.109470269,-1.054279257
1,2.911186126,2.274101876
0,3.541822268,-9.978887264
0,7.227897516,-6.602554802
0,-7.241458998,3.683489837
0,4.998471107,3.40641048
0,-7.939170162,9.60140485
0,-7.146725931,9.098184063
1,-2.969706295,3.761710604
1,2.831284333,3.826159162
0,-5.196019643,-6.049886472
1,3.386731612,1.147166501
1,-2.66508293,-4.181304588
0,5.745763287,-1.198469702
0,-2.018098014,6.080716976
0,2.5202029,6.50523525
1,-0.875541022,-0.878351944
0,8.421848593,-3.443492037
0,7.54483403,5.079567237
0,0.706297623,-7.957174775
0,-4.167244089,8.215909332
1,-2.724978221,2.722765876
0,-3.932148376,-6.338983227
0,-1.153481013,8.645510477
0,1.030884935,-7.841327475
0,9.254818024,6.497531564
1,1.401415896,3.438391663
0,-8.553979518,5.003220111
1,-2.278464311,-2.578185944
0,1.462933724,4.972187833
0,2.384277675,-6.990852958
1,-0.31238764,1.187467332
1,3.79893452,0.880950408
1,-4.031477929,2.187009576
0,6.983677532,-2.306991301
1,0.80631323,-3.205520514
0,9.23526086,1.353085886
0,7.213192916,2.956395891
0,2.583318999,-4.318458733
1,4.02033821,-0.279360958
1,0.970721235,1.800703826
0,-2.656944585,5.256439852
0,4.202760247,7.737203399
0,4.186709333,6.601314377
0,-5.270321694,-0.050022754
1,-1.786947809,-3.784311525
0,2.222898286,-9.012289188
0,8.846890779,5.29824767
0,-6.884117577,3.19898163
0,7.717802519,4.68833519
1,-1.723314543,-0.690200012
0,-3.326212707,-6.45716439
0,-4.553929523,9.253785369
0,-8.359518302,-6.755926649
1,2.809395682,3.707605072
0,-1.217707195,6.632621176
0,-6.39143004,-3.481828826
0,7.353395536,-3.267528609
0,5.064138529,5.913493111
0,-9.798894007,-1.153127662
0,4.254246353,-6.844256997
0,8.417169609,7.558843884
0,-8.932937545,6.029873291
0,-9.298755907,-0.909009307
0,-4.796701476,4.561634968
0,5.619976036,-0.873944847
0,5.862908028,9.761069734
0,8.61379378,-7.86403467
0,4.830628947,-5.347289571
0,9.236885238,5.70384015
1,2.020311808,-3.47870005
0,-3.519918368,4.181261113
0,1.973545193,-5.331299767
0,-7.532464605,-5.442512382
0,1.478109416,-8.286042108
0,7.290623929,-7.271526037
0,-0.570399226,-8.593571695
0,7.500438417,2.18244
0,4.732006485,5.038762001
1,3.965625352,1.920829362
0,8.039934313,9.370706883
0,5.938009577,9.944730572
1,-0.790817354,3.374036362
1,-3.205783624,3.638196809
0,8.267000998,5.679778891
0,-7.297976077,0.019499827
0,5.354616613,6.811848133
0,7.163272487,3.099794968
0,-2.751964775,5.649054907
0,9.478382945,1.906138913
0,5.29378236,-0.730264644
0,5.508039922,-8.800486301
0,4.359827457,-8.242344897
1,4.266219785,-1.124274644
0,-9.067981753,0.735844888
0,-9.772352353,-3.276162375
0,-9.613886691,2.746843657
1,3.984883092,1.54026992
1,-1.646450926,3.738060336
0,-1.377532176,-8.777820154
0,6.629434932,-7.29505624
1,1.5968562,-1.160133144
0,6.432078053,-0.634640682
0,-5.792686145,6.621566392
1,1.8344571,3.565737365
0,-6.005078021,-1.089804872
0,3.640547371,-7.901964751
1,-2.034413143,2.728065571
0,-6.497257242,-0.005430543
1,-0.19840446,4.623089968
0,9.456517338,4.3497656
0,8.973144172,3.739798666
1,3.271373687,-2.787869809
0,-9.882394683,-4.324122748
1,1.157257765,-2.813119524
0,-5.13604124,7.670454541
0,7.061611796,8.542540206
0,-5.443388552,-9.523798958
0,5.340333853,0.27491132
0,9.499173843,6.243152401
0,-1.917781406,7.161543416
1,1.096562631,0.482856402
0,6.239337352,-3.096573067
0,-5.566873099,-0.654434131
0,9.216335288,0.368763012
0,8.210642684,-7.205867416
0,7.056956593,1.931005055
1,2.520920745,1.547510664
1,-1.595678495,-1.593922111
0,4.884623131,2.893755082
0,5.697861825,2.629329769
0,6.939063319,-5.465383853
0,-4.763256067,3.656037776
0,8.869803134,0.895809344
0,9.04816373,8.916010565
0,3.281267574,4.064596407
0,5.922067931,2.575756742
0,0.039766107,-9.317822321
0,0.461775241,6.400735449
0,8.178459901,-8.045649803
0,-5.22782561,-9.821283432
1,0.921033768,-4.89518818
1,0.046204539,0.100150408
0,-5.127222104,1.647271136
0,-3.415449263,5.688107705
1,-3.122405558,-3.418069171
0,-0.683185047,8.579491193
0,-2.06180923,-4.760541391
1,1.844359933,0.177283352
0,7.594683564,-7.99844341
1,0.565704079,3.691755836
0,4.041863916,7.849833121
0,8.927394347,-1.973452592
0,4.20363142,3.739050619
0,7.250517853,-5.231264446
0,7.173162092,2.013176056
0,-8.498956113,4.220120631
1,3.405621391,2.45050559
0,-2.478074469,8.433233574
0,-1.402274607,-9.340591304
0,-0.339406941,8.682213373
1,-3.366349989,-3.444433072
0,-4.642214715,-8.178911009
0,1.003401985,-7.493863365
1,-1.936372383,2.043797378
0,6.934726298,-8.801286551
0,-5.872576485,-4.217855324
0,8.790573764,2.944813733
0,0.02149598,9.868617663
0,3.043445815,4.681587842
0,-9.824203798,4.246005281
0,-8.176092693,-0.082760107
0,-5.94490191,-1.285746164
0,-1.061185215,7.025848563
1,1.475102071,-4.339346521
1,3.851330093,0.183005359
0,7.61721847,-7.4027803
0,0.507828729,9.751820369
0,7.907894252,-0.333377821
0,-8.865806898,-3.872079734
0,-6.843686161,-8.030489222
0,-6.946921509,6.38420077
0,-2.488728573,4.380737777
1,-3.136080195,-0.652307127
0,-4.451526801,3.40836323
1,-2.014489475,-3.243824165
0,9.677867849,4.73376785
1,-0.723826688,-0.378938549
0,9.632633674,-8.359898814
0,7.086487238,-5.792877244
0,4.051334565,-5.977537841
0,-2.43355088,4.797611223
0,-0.11763266,-9.20951198
0,9.559810806,1.112108
0,-7.750607514,-2.598730504
0,4.601938467,3.044414001
0,-4.956586153,2.791986548
0,7.243143596,-5.008109954
0,-6.973602824,-7.93652118
0,3.478926213,4.802706724
1,3.224562185,-2.621395685
0,0.54230757,-7.870740102
0,-9.566583155,2.511904212
0,-6.165629615,-6.342730959
1,-1.614280507,2.061251834
0,5.513552414,0.19448268
0,5.331043225,2.038955645
1,-0.432289585,-2.417741294
0,0.825934321,-9.309628427
0,-7.440409706,8.657636091
0,-6.952727022,1.708087848
0,8.137653433,1.958342308
1,3.539138135,0.49797141
0,-9.849688825,-5.618963768
1,0.490143738,1.349805904
0,4.942603043,5.631486142
0,-4.851806142,-3.755180865
0,-6.664679321,-7.207754757
0,6.700702781,0.349343156
0,6.052611287,-2.855565039
1,3.559203456,-3.340626857
0,-4.003064934,6.152605772
0,-9.388414012,7.440757953
1,-0.403829672,-0.475554734
0,-0.891553411,7.028717549
0,9.341070608,-1.999006975
0,1.560609472,-9.134126679
0,6.030017549,6.368790066
0,5.068553946,-4.942766714
0,1.323581915,-9.468234281
0,-7.30980225,8.403991457
0,-5.758723704,7.027572744
0,-1.632660579,-7.507465927
0,-2.598979339,6.926141857
1,-3.037782086,0.544135642
0,-2.635992433,9.669904863
1,-2.075870915,-3.163833913
0,5.570577578,8.098154456
0,-6.124548906,3.441526819
0,3.973616516,-9.365574494
0,-5.688964877,-5.192913914
0,9.979034779,-0.996233921
0,-9.765825083,-7.882755407
1,-0.267513573,-4.249617445
0,-4.899294754,-3.032583516
0,7.573846857,3.666684982
0,-1.622249626,6.502086482
0,6.492915973,-7.319188716
0,4.826178593,4.772491946
0,-0.653720147,8.768293782
0,7.683438063,2.182429149
0,-8.530324928,-8.632872266
1,-0.122434962,-0.253983585
0,7.709004326,-3.411680136
0,-5.112696123,-3.646632435
0,0.552229632,6.933866375
1,1.64406686,-2.361438366
0,8.567226575,-3.0584143
0,-8.403152072,9.273223399
0,-7.99336206,-4.888497269
1,-3.819734829,0.344675371
0,4.513618167,7.728924422
1,2.700044317,-1.590559457
1,4.442871022,1.187236087
0,-5.785664553,-3.264117229
1,3.021217324,0.42055284
0,2.742391441,8.668470045
1,-1.446144576,-4.359507297
0,9.588438109,-6.820878794
0,7.10622386,8.334600131
0,-9.183396219,-5.114341858
0,-5.290091554,6.408912116
0,-7.024488297,-5.9499859
1,1.88980331,-0.679218631
0,-8.723458919,5.186742377
0,-6.226703448,-3.991128646
0,9.658268203,2.41430576
0,-8.464521771,-2.574104849
0,-1.281781275,-6.35913569
0,5.446297712,6.490642391
0,-3.214983548,6.296544598
0,-3.637531716,-9.099188958
0,3.591274854,-8.291544196
0,8.378175588,-8.55668892
0,-3.661140559,-9.187437466
0,8.860386262,-0.890224559
1,-2.579824991,0.297223846
0,-9.533741223,1.13358557
0,9.24694743,6.115503932
0,4.539596352,9.960004262
0,8.706973402,-5.197134953
0,3.145804326,7.794450825
1,-2.377902632,3.468596894
0,6.108381898,3.592485615
1,3.313388492,-3.709622347
1,-0.368921333,-0.201179406
0,6.564635154,5.750144859
1,4.120293735,0.774120324
0,-7.37336582,1.621623924
1,2.3492768,-0.162794794
0,0.854279669,6.426684914
0,6.679036261,4.094616658
0,-5.822145179,3.256515343
0,0.059902916,-5.530059234
0,0.929376788,-7.309649501
0,-6.822552361,-0.174233381
0,5.061959832,-7.391831079
0,-8.047922078,5.698553296
0,-5.365188936,-7.425837587
0,9.808970864,5.364888789
0,-7.134484689,-0.203768744
0,4.9284898,-2.560275315
0,-7.924785332,-0.014235735
0,-1.16102785,-8.649001111
1,-2.944260356,-1.76378057
1,2.851759945,-1.600800372
0,-7.74270826,-2.804641537
0,-2.111770132,6.427775942
0,-5.053215562,-3.01132078
0,-6.73901536,-7.080437608
1,3.282002086,0.447911031
0,5.861675394,6.954958588
0,7.752519696,7.801244524
0,9.141192216,-5.219555991
0,-7.82751969,-4.688063712
0,-1.529056589,-7.368253923
1,0.872731454,1.106225899
0,9.658120566,-9.971939807
1,-2.732905381,0.983772013
0,8.3764898,9.687671335
0,-6.000251303,0.257798605
0,-7.662262355,1.140563454
0,3.781678053,-6.644839913
0,9.051336355,6.784829021
0,-0.670412563,-8.679556119
0,-3.425885857,-7.111778443
0,6.798654204,-3.66564342
1,0.645837255,-0.60363481
0,5.919071422,0.987268655
0,-8.220265815,-8.801803575
0,-6.979610268,-4.535483572
0,-4.345456484,3.879863447
0,-8.859525317,9.850716721
0,7.717232389,8.66518264
0,-6.582591129,2.72745031
1,-0.431360526,-4.931228012
0,-6.226546726,-8.179584637
0,8.332776499,9.62033497
0,1.365855605,-9.574620426
0,7.902669739,2.471234239
0,-8.258903465,-5.494106235
0,-0.097578126,-9.516449935
0,9.483060663,-6.241031527
0,9.229992922,3.743733571
0,7.511737732,5.863071129
0,7.47510112,3.423052533
0,6.223493885,4.195683272
0,-8.143712775,-8.524375442
0,-6.764023278,0.571031999
0,8.157788387,2.886521482
1,0.521039334,1.430383227
0,-0.433769265,-6.1796371
0,-2.002205976,6.971713565
0,-7.243316369,-8.29444373
0,-4.393110366,8.603396428
0,4.301362354,-6.435882782
0,-6.489667933,-9.028777919
0,4.922420845,2.313055084
0,-8.604645287,0.881415832
0,-7.622228155,3.851428805
0,6.100068481,-9.965203626
0,-4.710950324,3.288420421
0,3.89152726,7.845816266
0,-4.325670641,-8.610523411
0,5.681099678,-5.843515967
0,-4.41876424,3.057252469
0,-4.792817444,-2.952576297
1,0.419772029,0.201062571
0,1.701749505,-7.576537885
0,5.578724637,9.35771122
0,9.721156954,-5.163707547
0,7.658834375,8.119959636
1,0.588249719,3.259675476
0,-7.688072248,-4.249276096
0,-6.88361995,-9.031747644
1,-3.216126092,1.464018654
1,2.761601388,3.907379793
1,4.496261543,0.740548474
0,8.078190157,0.81203496
0,-3.363485979,-9.115991862
0,-9.818166269,4.418631597
0,-8.302334402,-3.836949603
0,5.752466206,-9.7176455
0,-9.598301405,-8.249587505
0,9.792028696,-0.341083402
0,-3.445680183,7.810631823
0,8.196843515,-1.145322602
0,9.464941682,5.551628448
0,4.658255148,8.591388442
0,1.191276899,8.230908059
0,7.530454927,-9.695771446
0,4.189098769,-6.628886003
0,-7.744854268,7.933036347
0,-8.70654595,-6.926895362
0,-4.043263875,5.643631212
1,-0.202296104,1.599319689
1,1.765965146,-0.532696796
0,4.092529829,8.646321865
0,5.785017915,-6.701001383
0,-0.253130643,-5.222036
1,-1.323435018,-0.61887545
0,5.318308591,6.134900567
0,7.013321705,6.586524366
0,0.608518532,-6.085114809
0,-4.795897791,6.196406115
0,-4.480246232,-5.213333606
0,-8.199052688,-7.386321301
1,-1.814288918,3.878246639
1,0.131215208,-0.255231775
1,-1.27033543,3.139562477
0,1.755243241,8.544957316
1,3.21647343,-2.014301634
1,-2.717890692,2.647115282
0,-4.12005093,-3.607934249
0,-9.149195679,-8.403894876
0,7.126990462,-7.649806426
0,-6.119691571,1.107446891
0,3.139101885,-7.202866534
0,-6.847034019,-4.84760896
0,-1.182027293,7.65208721
0,-8.407614011,-1.246008465
0,5.996010587,7.150958448
